slides/done-004/pptx/Session 21- The option to expand & abandon.pptx	pptx	12/12	885/885	5/5	0	match	968/967	4268/4268	same
slides/done-004/pptx/attendance-updates-for-governors.pptx	pptx	30/30	3055/3055	7/7	0	match	3227/3227	17298/17298	same
slides/done-004/pptx/ghgp-supply-chain-initiative_20100323_wri.pptx	pptx	52/52	3896/3896	10/9	0	match	4131/4131	22442/22442	same
slides/done-004/pptx/redac-fullComm-201705-EE-FRs-briefing.pptx	pptx	8/8	374/374	4/4	0	match	384/384	2268/2268	same
slides/done-005/ppt/ITE106-Chapter 4.ppt	ppt	47/47	3139/3139	7/7	0	match	3294/3294	16509/16509	same
slides/done-005/ppt/berlin.ppt	ppt	29/29	1365/1375	2/4	0	match	1530/1530	7392/7403	same
slides/done-005/ppt/pods05.ppt	ppt	60/60	1877/1884	10/10	0	match	2081/2078	10682/10676	same
slides/done-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	ppt	12/12	1271/1271	3/3	0	match	1345/1345	6950/6950	same
slides/done-005/pptx/5b_upasana_dasgupta_-_liability_and_registration.pptx	pptx	15/15	955/956	3/3	0	match	1007/1006	5024/5024	same
slides/done-005/pptx/ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016.pptx	pptx	19/19	1885/1885	6/5	0	match	2007/2007	11586/11586	same
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-HSI.pptx	pptx	9/9	1415/1415	5/5	0	match	1469/1469	9027/9027	same
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	pptx	11/11	2121/2120	4/4	0	match	2153/2152	12083/12083	same
slides/done-005/pptx/c_291533.pptx	pptx	19/19	1105/1105	7/7	0	match	1159/1159	5904/5913	same
slides/done-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	pptx	7/7	726/714	4/4	0	match	769/756	4793/4733	same
slides/done-006/ppt/Lepore.ppt	ppt	20/20	1816/1822	5/5	0	match	1942/1948	10753/10767	same
slides/done-006/ppt/ws_prod-g-doc-Events-r-6.-ESM.ppt	ppt	25/25	1951/1951	4/6	0	match	2120/2120	11330/11330	same
slides/done-006/pptx/Course Selection 2025-26 Current Grade 09.pptx	pptx	10/10	694/694	3/3	0	match	698/698	3343/3343	same
slides/done-006/pptx/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.pptx	pptx	9/9	627/627	4/4	0	match	652/652	3451/3451	same
slides/done-006/pptx/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.pptx	pptx	18/18	2119/2119	6/6	0	match	2223/2223	12620/12620	same
slides/done-006/pptx/Stakeholders-v08052017 - v5.pptx	pptx	13/13	547/547	7/7	0	match	614/617	3388/3388	same
slides/done-006/pptx/iris07.12.12.pptx	pptx	21/21	871/881	9/9	0	match	927/938	4795/4795	same
slides/done-006/pptx/nabiyeleul_1_aviation_service_28_july_2020.pptx	pptx	9/9	554/554	4/4	0	match	604/604	3146/3146	same
slides/done-006/pptx/social-media-app-bulletin-january.pptx	pptx	4/4	788/788	4/4	0	match	792/792	4001/4001	same
slides/done-006/pptx/wopanets-innovationdays-06-16.pptx	pptx	15/15	563/563	3/3	0	match	626/619	3625/3625	same
slides/done-007/ppt/1-secretariat.ppt	ppt	10/10	150/150	3/3	0	match	216/216	1034/1034	same
slides/done-007/ppt/71393_pp7.ppt	ppt	39/39	2151/2151	6/6	0	match	2373/2373	12475/12475	same
slides/done-007/ppt/introduction_to_bea_tuxedo.ppt	ppt	40/40	1767/1767	7/7	0	match	1966/1831	9931/9893	same
slides/done-007/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	ppt	20/20	1917/1918	7/7	0	match	2012/2017	9836/9836	same
slides/done-007/pptx/10. Drawings, circuit diagrams and schematics.pptx	pptx	23/23	1502/1502	4/4	0	match	1521/1521	8444/8444	same
slides/done-007/pptx/BHCA Part II webinar #2 - 10.2020.pptx	pptx	21/21	1405/1405	6/6	0	match	1450/1450	7216/7215	same
slides/done-007/pptx/Boeing 737 Max - Group 5.pptx	pptx	2/2	7/7	1/1	0	match	7/7	27/27	same
slides/done-007/pptx/PAL Block Intro 2023.pptx	pptx	20/20	1463/1463	7/6	0	match	1564/1564	8225/8225	same
slides/done-007/pptx/bitesize-writing-a-report.pptx	pptx	15/15	656/658	5/5	0	match	707/709	3791/3791	same
slides/done-007/pptx/flying-by-numbers-presentation.pptx	pptx	10/10	545/547	7/8	0	match	575/577	2379/2379	same
slides/done-008/ppt/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.ppt	ppt	94/94	4311/4311	6/6	0	match	4521/4542	22481/22481	same
slides/done-008/ppt/EG1_dsrc tech.ppt	ppt	26/26	2034/2034	6/6	0	match	2178/2178	11132/11132	same
slides/done-008/ppt/Framing Europe.ppt	ppt	24/24	2237/2237	4/4	0	match	2300/2301	11542/11542	same
slides/done-008/ppt/RESPA_-_Section_8_Webinar.ppt	ppt	35/35	2573/2578	5/5	0	match	2762/2770	13293/13293	same
slides/done-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	ppt	36/36	2459/2463	5/5	0	match	2636/2571	13459/13459	same
slides/done-008/pptx/AATF-Fact-Sheet-2025.pptx	pptx	9/9	853/848	8/8	0	match	899/894	4611/4611	same
slides/done-008/pptx/FIT26-Presentation-Airservices-Update.pptx	pptx	11/11	221/221	4/4	0	match	241/241	1295/1295	same
slides/done-008/pptx/G-InvoicingKeithJarboe.pptx	pptx	13/13	1080/1080	5/5	0	match	1177/1177	6968/6968	same
slides/done-008/pptx/ROK-PI Climate Bulletin - Edition 2017-06.pptx	pptx	2/2	409/409	3/3	0	match	416/416	2332/2332	same
slides/done-008/pptx/item_3-environmental_process_briefing.pptx	pptx	12/12	296/296	4/4	0	match	334/334	1765/1765	same
slides/done-009/ppt/Airport Planning 09112013.ppt	ppt	9/9	629/629	6/6	0	match	656/656	3591/3591	same
slides/done-009/ppt/Employment-Based_I-485.ppt	ppt	42/42	2516/2516	3/3	0	match	2709/2709	13353/13353	same
slides/done-009/ppt/iep-amount-frequency-for-webinar.ppt	ppt	39/39	1678/1691	6/6	0	match	1760/1774	9154/9154	same
slides/done-009/pptx/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.pptx	pptx	18/18	1361/1361	8/7	0	match	1448/1448	7644/7644	same
slides/done-009/pptx/COMSTAC_11_5_2021am_2.pptx	pptx	39/39	2741/2741	4/4	0	match	2858/2858	16225/16225	same
slides/done-009/pptx/FIT26-Presentation-PR-Briefing-Debrief-Airbus.pptx	pptx	9/9	1441/1443	3/3	0	match	1533/1535	7273/7273	same
slides/done-009/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	pptx	12/12	321/321	3/3	0	match	345/345	1868/1868	same
slides/done-009/pptx/[Christophe]NLP_reseau_inge_stat.pptx	pptx	17/17	884/885	5/5	0	match	988/989	4532/4532	same
slides/done-009/pptx/airbus-powerpoint-presentation-2019-20-without-video_diy_2019-20.pptx	pptx	38/38	871/879	7/7	0	match	919/927	4394/4394	same
slides/done-009/pptx/redac-sas-201403-ppt-portfolio-rev-sim.pptx	pptx	14/14	2006/2014	8/8	0	match	2186/2205	13014/13014	same
slides/done-010/ppt/BUS-Chapter 05.ppt	ppt	50/50	2126/2134	5/5	0	match	2342/2342	12354/12362	same
slides/done-010/pptx/BasicMed_AME_Presentation.pptx	pptx	18/18	870/870	4/4	0	match	939/939	4930/4930	same
slides/done-010/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	pptx	33/33	3115/3118	7/7	0	match	3249/3252	17378/17384	same
slides/done-010/pptx/DoIRD Meeting 16JAN14 v1-1.pptx	pptx	15/15	1075/1075	6/6	0	match	1142/1142	5886/5886	same
slides/done-010/pptx/John_Broggio__RSS_Campion_event_John_Broggio.pptx	pptx	25/25	1172/1172	3/3	0	match	1246/1246	6867/6867	same
slides/done-010/pptx/REDAC Briefing_SSIT_CARA_08132014.ppt.pptx	pptx	14/14	462/462	4/3	0	match	521/521	2664/2664	same
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	pptx	24/24	4588/4666	6/6	0	match	4692/4771	23961/23899	same
slides/done-010/pptx/Tax factsheet 2022 (1).pptx	pptx	27/27	2837/2869	5/5	0	match	2916/2949	13494/13637	same
slides/done-010/pptx/passiv.pptx	pptx	21/21	1199/1198	9/8	0	match	1306/1305	6725/6716	same
slides/done-010/pptx/section_1_our_rights_presentation.pptx	pptx	30/30	4144/4144	7/7	0	match	4254/4254	22132/22132	same
slides/done-011/pptx/171128IPAP.pptx	pptx	40/40	4664/4670	9/10	0	match	4895/4811	25455/25433	same
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	pptx	16/16	782/782	5/5	0	match	846/846	4281/4281	same
slides/done-011/pptx/23-session-2-pptx.pptx	pptx	16/16	304/304	4/4	0	match	333/333	1836/1836	same
slides/done-011/pptx/3492.pptx	pptx	22/22	1268/1266	5/6	0	match	1320/1320	6835/6833	same
slides/done-011/pptx/3495.pptx	pptx	26/26	747/747	4/4	0	match	807/807	4375/4375	same
slides/done-011/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	pptx	33/33	1351/1348	6/6	0	match	1558/1555	7792/7768	same
slides/done-011/pptx/NAS-Infrastructure-Roadmaps-v16.0.pptx	pptx	137/137	18847/18850	6/6	0	match	19299/19297	107016/106979	same
slides/done-011/pptx/Session-1-Presentation-Reporting-Forms-Form-12-final.pptx	pptx	15/15	1131/1124	8/9	0	match	1162/1152	6267/6267	same
slides/done-011/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	pptx	25/25	1619/1620	6/6	0	match	1824/1790	8990/8990	same
slides/done-011/pptx/order-of-worship-ppt-revised-2018.pptx	pptx	28/28	1139/1139	6/5	0	match	1212/1212	5302/5302	same
slides/done-012/ppt/JesuitAssocOfStudentPersonnel.ppt	ppt	31/31	1179/1177	6/6	0	match	1340/1339	7310/7310	same
slides/done-012/ppt/gillikin_online_user_mtg_2010.ppt	ppt	40/40	1291/1292	5/5	0	match	1468/1469	7753/7753	same
slides/done-012/pptx/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.pptx	pptx	20/20	3125/3125	6/6	0	match	3225/3225	17627/17627	same
slides/done-012/pptx/County ACHS Presentaion Webinar 8-16-16 Peg.pptx	pptx	26/26	1326/1326	7/6	0	match	1395/1394	7599/7599	same
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	pptx	39/39	3460/3435	7/7	0	match	3854/3829	17994/17949	same
slides/done-012/pptx/REDAC briefing March12-13-2014jemvbFINAL.ppt.pptx	pptx	25/25	2587/2584	8/8	0	match	2788/2786	15773/15773	same
slides/done-012/pptx/SRDMG(16)024_60 GHz onboard airplanes.pptx	pptx	26/26	1862/1862	7/7	0	match	1931/1931	10312/10312	same
slides/done-012/pptx/Sean Monogue.pptx	pptx	15/15	818/818	4/5	0	match	891/891	4950/4950	same
slides/done-012/pptx/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.pptx	pptx	19/19	649/649	5/4	0	match	707/707	3573/3573	same
slides/done-012/pptx/vvsummit2022-SAIC-PRESENTATION.pptx	pptx	19/19	649/649	5/4	0	match	707/707	3573/3573	same
slides/done-013/ppt/2015-Civil-Rights-Website-training.ppt	ppt	94/94	6117/6119	12/11	0	match	6579/6586	34818/34818	same
slides/done-013/ppt/FAA_Form_337.ppt	ppt	67/67	5546/5614	15/15	0	match	5752/5848	29462/29447	same
slides/done-013/ppt/hofman.ppt	ppt	13/13	450/450	3/4	0	match	503/503	2945/2945	same
slides/done-013/ppt/ws_prod-g-doc-Events-2008-February-5-NATO-activities.ppt	ppt	13/13	447/453	4/4	0	match	510/516	2163/2163	same
slides/done-013/pptx/2014BSA_Sunday_Killion.pptx	pptx	50/50	3559/3559	8/8	0	match	3702/3702	17188/17188	same
slides/done-013/pptx/PRM_training.pptx	pptx	22/22	2159/2156	7/7	0	match	2195/2193	10593/10573	same
slides/done-013/pptx/Structural Testing.pptx	pptx	89/89	4335/4340	12/12	0	match	4987/4999	20360/20360	same
slides/done-013/pptx/chapter_4_0.pptx	pptx	54/54	3175/3175	7/7	0	match	3340/3340	18883/18883	same
slides/done-013/pptx/redac-sas-201703-hf-research-division.pptx	pptx	13/13	713/713	3/3	0	match	784/784	4879/4879	same
slides/done-013/pptx/schematicplaymar21.pptx	pptx	21/21	2109/2121	4/5	0	match	2127/2139	11470/11470	same
slides/done-014/ppt/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.ppt	ppt	26/26	1885/1885	3/3	0	match	2156/2156	10159/10159	same
slides/done-014/pptx/Presentation - Identify Components of the Airport (1).pptx	pptx	12/12	554/554	6/6	0	match	591/591	2992/2992	same
slides/done-014/pptx/Reporting_responsibilities_matrix.pptx	pptx	268/268	57742/57742	3/3	0	match	57917/57917	308444/308444	same
slides/done-014/pptx/Snowbirds_High_Show.pptx	pptx	41/41	1871/1871	5/5	0	match	1916/1925	8049/8049	same
slides/done-014/pptx/Technical_Report_Elements[1].pptx	pptx	39/39	1425/1430	5/5	0	match	1477/1482	7648/7679	same
slides/done-014/pptx/redac-nasops-201503-RIRP-portfolio-update.pptx	pptx	46/46	2765/2762	11/9	0	match	2918/2917	15420/15418	same
slides/done-014/pptx/redac-sas-201509-asisp-research.pptx	pptx	45/45	3128/3130	12/12	0	match	3304/3307	19094/19094	same
slides/done-014/pptx/schematicplay.pptx	pptx	21/21	2114/2126	4/5	0	match	2131/2143	11490/11490	same
slides/done-014/pptx/servicedesk-plus-overviewfinal.pptx	pptx	66/66	1805/1805	8/8	0	match	1904/1903	11471/11471	same
slides/done-014/pptx/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.pptx	pptx	33/33	1281/1281	5/5	1	unembedded	1361/1361	8377/8377	same
slides/done-015/ppt/Architecture.ppt	ppt	29/29	845/845	4/4	0	match	867/867	4696/4696	same
slides/done-015/pptx/1200-Assigning-Club-officers.pptx	pptx	16/16	163/165	7/7	0	match	171/173	960/960	same
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	pptx	20/20	1477/1479	6/6	0	match	1640/1642	8749/8744	same
slides/done-015/pptx/Wildlife for REDAC September 11.pptx	pptx	41/41	1534/1535	11/11	0	match	1641/1642	9160/9160	same
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	pptx	30/30	1135/1133	6/6	0	match	1221/1219	5868/5868	same
slides/metrics-001/pptx/Ramp Up Campaign - French.pptx	pptx	6/6	437/437	4/4	0	match	465/465	2536/2536	same
slides/missing-001/pptx/NWD-GLA-Community-Outreach-Day-Oct-2025.pptx	pptx	13/13	648/638	3/3	0	match	710/698	3998/3957	same
