path	mixed_extent	same_extent_base
words/pagination-001/docx/24-25_FAA_Holdover_Tables.docx	5	2
words/pagination-003/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	0	1
words/pagination-002/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	0	65
words/table-001/docx/B11. TE.CAO.00129  Experience  logbook.docx	4	0
words/chartset-001/docx/clustered-column-template.docx	0	1
words/chartset-001/docx/026_advanced_word_chart_report.docx	0	0
words/chartset-001/docx/008_advanced_word_chart_report.docx	0	0
words/chartset-001/docx/pie-chart-result.docx	0	6
words/chartset-002/docx/029_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/023_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/006_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/009_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/027_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/025_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/018_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/031_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/013_advanced_word_chart_report.docx	0	0
words/chartset-005/docx/036_Venn_Diagram_Template_Fillable_Layout_3ffbba36.docx	0	0
words/chartset-005/docx/054_Organogram_Template_Grey_Vertical_Theme_b2dbd9a8.docx	0	17
words/chartset-005/docx/085_Printable_Graph_Paper_Template_Excellent_Format_4bcae89a.docx	0	0
words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	0	14
words/chartset-006/docx/081_Printable_Graph_Paper_Template_Blue_Theme_629316cb.docx	0	0
words/chartset-006/docx/093_Business_Case_Template_Customizable_Layout_510c25e7.docx	0	0
words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	0	10
words/chartset-007/docx/034_Venn_Diagram_Template_Customizable_Format_d14642b7.docx	0	0
words/chartset-007/docx/074_Storyboard_Template_Editable_Design_132436d1.docx	0	0
words/chartset-007/docx/094_Business_Case_Template_Decent_Layout_e7722f2b.docx	0	0
words/chartset-008/docx/010_Free_Genogram_Diagram_Template_Yellow_Theme_6ee4f818.docx	0	12
words/chartset-008/docx/035_Venn_Diagram_Template_Editable_Format_966dff5f.docx	0	0
words/chartset-008/docx/098_Business_Case_Template_Fillable_Layout_d0c5410e.docx	0	0
words/chartset-009/docx/017_Project_Timeline_Template_Customizable_Format_5d5ca2e8.docx	0	0
words/chartset-009/docx/030_Unit_Circle_Chart_Points_System_23b5ef07.docx	0	0
words/chartset-009/docx/042_Visual_Product_Roadmap_Template_Colored_Background_89385cfb.docx	0	0
words/chartset-010/docx/020_Project_Timeline_Template_Modern_Theme_0c215d87.docx	0	1
words/chartset-010/docx/028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	0	1
words/chartset-010/docx/056_Organogram_Template_Square_Theme_38f373d4.docx	0	0
words/chartset-010/docx/090_Business_Case_Template_Blue_Theme_108ff0f1.docx	0	1
words/chartset-011/docx/029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	0	0
words/chartset-011/docx/043_Visual_Product_Roadmap_Template_Customizable_Format_ee0fe5b1.docx	0	1
words/chartset-011/docx/065_Work_Breakdown_Structure_Template_Blue_Theme_2b207f62.docx	0	17
words/chartset-012/docx/013_Project_Timeline_Template_Blue_Background_4ea3475e.docx	0	0
words/chartset-012/docx/031_Venn_Diagram_Template_Blue_Theme_a9e417b8.docx	0	0
words/chartset-012/docx/055_Organogram_Template_Horizontal_Structure_28a7e725.docx	0	24
words/chartset-013/docx/038_Venn_Diagram_Template_Off_White_and_Blue_Theme_9dff385e.docx	0	0
words/chartset-013/docx/059_Disease_Concept_Map_Template_4acf63f2.docx	0	15
words/chartset-013/docx/072_Storyboard_Template_Colored_Theme_28524a15.docx	0	0
words/chartset-013/docx/091_Business_Case_Template_Complete_Guide_cb91a140.docx	0	0
words/chartset-014/docx/045_Visual_Product_Roadmap_Template_Excellent_Format_e364063c.docx	0	0
words/chartset-014/docx/070_Storyboard_Template_Blank_Format_fc41673a.docx	0	0
words/chartset-014/docx/078_Storyboard_Template_Pink_and_Gray_Theme_ea89553f.docx	0	5
words/ceiling-001/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	0	0
words/done-001/doc/FAA-2013-0422-0009_attachment_1.doc	0	0
words/done-001/doc/advert-for-draft-decision-airbus-epr-bm3965ia-v006.doc	0	0
words/done-001/docx/Sample_PAO-PSO_91-113_Letter.docx	0	0
words/done-002/doc/FMRBullletinB-28.doc	0	0
words/done-002/docx/AUWG min 4-3-24 final.docx	0	0
words/done-002/doc/prison-population-bulletin-june.doc	0	0
words/done-003/doc/10795.doc	0	0
words/done-003/docx/DRX-Ascend System Course Description.docx	0	0
words/done-003/doc/II.1.2_Hypoxia.doc	0	0
words/done-003/doc/DEP2008-1900.doc	0	0
words/done-004/docx/License App Instructions 2-22.docx	0	2
words/done-004/doc/2ca950374241722b8ea7c132dfce63ae.doc	0	0
words/done-004/docx/461249.docx	0	0
words/done-005/doc/316r_a_f.doc	0	0
words/done-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	0	0
words/done-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	0	0
words/done-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	0	0
words/done-006/doc/003.doc	0	0
words/done-006/docx/cacs-206-1751218225.docx	0	0
words/done-006/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	0	1
words/done-007/docx/template-technical-report.docx	0	2
words/done-007/docx/johnson_hall_service_log.pdf.docx	0	1
words/done-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	0	0
words/done-008/doc/2024-2nd-quarter-case-summaries.doc	0	0
words/done-008/doc/1245685 1 Comment.doc	0	0
words/done-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	0	0
words/done-009/docx/Contract_Check_Pilot_Sample_LOA.docx	0	0
words/done-009/docx/SWDD-template.docx	0	4
words/done-009/docx/form_1123_application_form_rvsm_spa.docx	0	0
words/done-009/docx/technical report template.docx	0	0
words/done-010/doc/361400CSLegislation1RF01PUBLIC1.doc	0	0
words/done-010/docx/Writing a technical report (SCE subject guide).docx	0	0
words/done-010/docx/FG-AI4NDM-TR-skeleton_template.docx	0	0
words/done-011/doc/135.doc	0	1
words/done-011/docx/part-145-approval list (1).docx	1	0
words/done-011/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	0	10
words/done-012/docx/19-06 Assistive Technology TAB Final - 508.docx	0	2
words/done-012/docx/slcc-architecture-uu-architecture.docx	0	0
words/done-012/docx/20110608_psp.docx	0	0
words/done-012/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	2	29
words/done-013/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	0	0
words/done-013/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	0	0
words/done-013/docx/gpp-pr-top-7-office-markets-4q-2023.docx	0	0
words/done-014/docx/exhibit-06---technical-architecture-template.docx	0	4
words/done-014/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	0	0
words/done-014/doc/PK_FlugzeugeStricken.doc	0	5
words/done-015/doc/SFSP_2013-02_Bulletin.doc	0	1
words/done-015/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	0	8
words/done-015/doc/2013_11.doc	0	0
words/done-015/docx/airbus-pdf-information-package_v1-4.docx	0	0
words/done-016/doc/120509coss.doc	0	0
words/done-016/docx/PES-Technical-Report-Template_Jan_2019.docx	0	1
words/done-016/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	0	0
words/extra-001/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	0	3
words/ceiling-001/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	1	23
words/metrics-001/doc/手机免提系统TSB.doc	0	0
words/metrics-001/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	0	1
words/metrics-001/docx/OM template for non-complex NCC operators_August 2016.docx	0	0
words/missing-001/docx/May 25 bulletin focus on carers in the workplace.docx	0	0
words/pagination-001/doc/1447.doc	0	0
words/pagination-002/doc/absrc-pac-01-info-note-en.doc	0	0
words/pagination-001/docx/report-template.docx	0	0
words/pagination-001/docx/FAA 2025-26 Holdover Tables.docx	7	2
words/pagination-003/docx/150-5370-10H.docx	0	725
words/table-001/docx/A1. EASA Form 2.docx	5	0
words/ceiling-001/doc/150_5300_13_chg8.doc	0	0
words/chartset-001/docx/clustered-column-result.docx	0	1
words/chartset-001/docx/032_advanced_word_chart_report.docx	0	0
words/chartset-001/docx/014_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/011_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/021_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/017_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/015_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/001_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/028_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/007_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/022_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/012_advanced_word_chart_report.docx	0	0
words/chartset-005/docx/003_Free_Genogram_Diagram_Template_Easy_Format_60eb6e42.docx	1	11
words/chartset-005/docx/052_Organogram_Template_Colorful_Flow_Chart_cba9fbfe.docx	0	8
words/chartset-005/docx/083_Printable_Graph_Paper_Template_Customizable_Format_55ff93a3.docx	0	0
words/chartset-005/docx/087_Printable_Graph_Paper_Template_Green_Theme_0c14ea04.docx	0	0
words/chartset-006/docx/033_Venn_Diagram_Template_Colored_Theme_2aea6697.docx	0	0
words/chartset-006/docx/086_Printable_Graph_Paper_Template_Gray_Theme_7300e5d7.docx	0	2
words/chartset-006/docx/097_Business_Case_Template_Elegant_Layout_3ba9cbf2.docx	0	0
words/chartset-007/docx/018_Project_Timeline_Template_Editable_Format_e1cf1df5.docx	0	1
words/chartset-007/docx/049_Visual_Product_Roadmap_Template_Simple_Format_4af26e4f.docx	0	0
words/chartset-007/docx/080_Printable_Graph_Paper_Template_Black_Theme_6b066be1.docx	0	0
words/chartset-008/docx/004_Free_Genogram_Diagram_Template_Editable_Format_b82b6152.docx	0	8
words/chartset-008/docx/012_Project_Timeline_Template_Black_and_Brown_Theme_35c76550.docx	0	2
words/chartset-008/docx/046_Visual_Product_Roadmap_Template_Fillable_Format_582acab0.docx	0	6
words/chartset-008/docx/100_Business_Case_Template_Modern_Format_ff9e7282.docx	0	0
words/chartset-009/docx/019_Project_Timeline_Template_Excellent_Layout_4ee62967.docx	0	1
words/chartset-009/docx/037_Venn_Diagram_Template_Four_Circle_764829a0.docx	0	2
words/chartset-009/docx/077_Storyboard_Template_Pink_and_Blue_Theme_805e82ab.docx	0	0
words/chartset-010/docx/023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	0	0
words/chartset-010/docx/032_Venn_Diagram_Template_Brown_Theme_d5b549f0.docx	0	1
words/chartset-010/docx/066_Work_Breakdown_Structure_Template_Colored_Background_c27ff248.docx	0	25
words/chartset-011/docx/015_Project_Timeline_Template_Colored_Background_6434b0e8.docx	0	2
words/chartset-011/docx/039_Venn_Diagram_Template_Simple_Format_6f82661d.docx	0	1
words/chartset-011/docx/061_Nursing_Concept_Map_Template_fb9816f0.docx	0	0
words/chartset-011/docx/068_Work_Breakdown_Structure_Template_Green_Theme_63e69ed8.docx	0	35
words/chartset-012/docx/021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	0	1
words/chartset-012/docx/044_Visual_Product_Roadmap_Template_Editable_Format_c232a2c0.docx	0	1
words/chartset-012/docx/095_Business_Case_Template_Easy_Format_61de7128.docx	0	6
words/chartset-013/docx/047_Visual_Product_Roadmap_Template_Professional_Layout_2ff4499e.docx	0	0
words/chartset-013/docx/060_Human_Body_Concept_Map_Template_ac872cfb.docx	0	1
words/chartset-013/docx/073_Storyboard_Template_Easy_to_Use_44ce05fc.docx	0	0
words/chartset-014/docx/011_Project_Timeline_Template_Beautiful_Theme_2336e680.docx	0	0
words/chartset-014/docx/062_Vocabulary_Concept_Map_Template_2f7c1c09.docx	0	0
words/chartset-014/docx/071_Storyboard_Template_Cartoon_Theme_ae113de2.docx	0	0
words/chartset-014/docx/079_Storyboard_Template_Simple_Format_81653703.docx	0	0
words/done-001/docx/CMTA_Airport_Transportation.docx	0	0
words/done-001/doc/GLACIERBG.ETT.doc	0	0
words/done-001/doc/LENTOBUSSIAIKATAULU.-31.10.-31.12.2022.doc	0	0
words/done-001/doc/foca_form_1.doc	0	0
words/done-002/doc/Bull01-06-Reserve Training Standards.doc	0	0
words/done-002/docx/CSCRS_Technical-Report-Documentation-Page-with-instructions.docx	0	0
words/done-002/docx/FAA-High-Level-Org-Chart.docx	0	0
words/done-003/doc/Temp16.doc	0	0
words/done-003/docx/191216_Lesefassung_Nachtflugregelung.docx	0	0
words/done-003/docx/2015-April-SWIM_Users_Forum-Q&A.docx	0	0
words/done-004/doc/07-04.doc	0	1
words/done-004/docx/Software Architecture Document Template.docx	0	0
words/done-004/docx/PAT-047 - Architecture and Detailed Design Assessment.docx	0	38
words/done-004/doc/RobertQ_Service.doc	0	1
words/done-005/docx/2024-12_Comlux_opens_Maintenance_and_Service_Center_in_Dubai.docx	0	0
words/done-005/docx/part-147_approval list_20230119.docx	0	0
words/done-005/doc/loi_format_letter_of_intent-a-320-214-a330.doc	0	0
words/done-006/docx/healthcare-reform-nsa-provider-bulletin.docx	0	0
words/done-006/doc/P200904290238_0238_51880.doc	0	0
words/done-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	0	0
words/done-007/doc/RNW167A-150428.doc	0	0
words/done-007/docx/technical-report-template.docx	0	0
words/done-007/doc/chapter 12.doc	0	0
words/done-007/docx/09.docx	0	0
words/done-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	0	0
words/done-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	0	0
words/done-008/doc/FlightLaws.doc	0	50
words/done-009/docx/Case-Study-Heathrow-Airport.docx	0	0
words/done-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	0	0
words/done-009/doc/237287_0486190101_0486190101_geolink2neu.doc	0	0
words/done-010/docx/te.iors.00048-002 SUP Questionnaire.docx	0	0
words/done-010/docx/5709.16 ch.40_mgfinal.docx	0	1
words/done-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	0	0
words/done-010/doc/1528364855.doc	3	0
words/done-011/docx/tibs_guidelines_2.docx	0	0
words/done-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	0	1
words/done-011/docx/Company-profile-2022-EN.docx	0	0
words/done-012/doc/AirbusCallouts.doc	0	0
words/done-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	0	0
words/done-012/docx/b050-19.docx	0	0
words/done-013/docx/Sol PJ14-03-04 Solution Contextual.docx	0	0
words/done-013/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	0	0
words/done-013/doc/omrIMInterpretiveGuideLine.doc	0	6
words/done-013/docx/hdss-bulletin-issue-285-25-june-2025.docx	0	0
words/done-014/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	0	0
words/done-014/docx/AFS-050-004-F2_0i.docx	0	0
words/done-014/docx/fleetfastfacts16nov2023.docx	0	0
words/done-015/docx/JEMIT_Template.docx	0	0
words/done-015/docx/Sample_SQMS_Program.docx	0	0
words/done-015/docx/03_Technical_Report_(progress)_template.docx	0	0
words/done-016/docx/Allegiant_Company_Profile_with_History.docx	0	0
words/done-016/docx/t_TEMPforInvProgs.docx	0	28
words/done-016/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	0	0
words/extra-001/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	4	1
words/extra-001/doc/762.doc	0	18
words/extra-001/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	1	40
words/metrics-001/doc/A320SimNotes.doc	0	0
words/metrics-001/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	0	0
words/missing-001/docx/xx_SETIS_PWS_template_10.19.22.docx	0	0
words/missing-002/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	0	0
words/pagination-001/docx/template---tpr-technical-progress-report-with-guidance.docx	0	7
words/pagination-001/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	0	0
words/pagination-001/docx/ESPN-R - MCF - RA - Ed1.docx	0	0
words/pagination-002/doc/150_5300_13_chg12.doc	0	0
words/done-016/docx/AC-150-5370-10G-updated-201604.docx	0	699
words/table-001/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	4	0
words/table-001/doc/150_5300_13_chg10.doc	0	40
words/chartset-001/docx/pie-chart-template.docx	0	1
words/chartset-001/docx/002_advanced_word_chart_report.docx	0	0
words/chartset-001/docx/020_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/005_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/033_advanced_word_chart_report.docx	0	0
words/chartset-002/docx/030_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/019_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/004_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/003_advanced_word_chart_report.docx	0	0
words/chartset-003/docx/016_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/024_advanced_word_chart_report.docx	0	0
words/chartset-004/docx/010_advanced_word_chart_report.docx	0	0
words/chartset-005/docx/005_Free_Genogram_Diagram_Template_Excellent_layout_f5f185d0.docx	0	10
words/chartset-005/docx/053_Organogram_Template_Creative_Theme_21657a3d.docx	0	0
words/chartset-005/docx/084_Printable_Graph_Paper_Template_Editable_Layout_d66c6820.docx	0	0
words/chartset-006/docx/001_Free_Genogram_Diagram_Template_Blue_and_Gray_Theme_7c9e01a7.docx	0	11
words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	0	25
words/chartset-006/docx/088_Printable_Graph_Paper_Template_Quality_layout_33051f6e.docx	0	0
words/chartset-006/docx/099_Business_Case_Template_Gray_Theme_ac3edbf4.docx	0	0
words/chartset-007/docx/025_Unit_Circle_Chart_Cos_and_Sin_Model_1ed01892.docx	0	0
words/chartset-007/docx/058_Organogram_Template_With_Picture_Theme_44b79368.docx	0	14
words/chartset-007/docx/089_Printable_Graph_Paper_Template_Simlpe_Format_3aff1c88.docx	0	0
words/chartset-008/docx/006_Free_Genogram_Diagram_Template_Fillable_Format_7ca08541.docx	0	12
words/chartset-008/docx/016_Project_Timeline_Template_Complete_Guide_7d36d09c.docx	0	0
words/chartset-008/docx/092_Business_Case_Template_Convenient_Format_00786cce.docx	0	0
words/chartset-009/docx/007_Free_Genogram_Diagram_Template_Green_and_Purple_Theme_8d2ba829.docx	0	9
words/chartset-009/docx/027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	0	1
words/chartset-009/docx/041_Visual_Product_Roadmap_Template_Blank_Format_63a3e010.docx	0	3
words/chartset-009/docx/082_Printable_Graph_Paper_Template_Colored_Background_9092cf9b.docx	0	0
words/chartset-010/docx/026_Unit_Circle_Chart_Four_Quadrants_09bf3ed1.docx	0	0
words/chartset-010/docx/051_Organogram_Template_Basic_Theme_e6464d06.docx	0	17
words/chartset-010/docx/067_Work_Breakdown_Structure_Template_Gray_Theme_89f8be8b.docx	0	21
words/chartset-011/docx/022_Unit_Circle_Chart_Circle_A_and_B_19dbf275.docx	0	1
words/chartset-011/docx/040_Venn_Diagram_Template_Three_Circle_80f32f5e.docx	0	1
words/chartset-011/docx/064_Foot_Reflexology_Chart_Customizable_Format_79b7db06.docx	0	1
words/chartset-012/docx/008_Free_Genogram_Diagram_Template_Green_and_Yellow_Theme_9017c1a8.docx	0	11
words/chartset-012/docx/024_Unit_Circle_Chart_Colorful_Circles_7c92601e.docx	0	1
words/chartset-012/docx/050_Visual_Product_Roadmap_Template_Yellow_and_Blue_Theme_49b50744.docx	0	2
words/chartset-012/docx/096_Business_Case_Template_Editable_Layout_41fe0bc0.docx	0	0
words/chartset-013/docx/048_Visual_Product_Roadmap_Template_Quality_Layout_f38f7aee.docx	0	1
words/chartset-013/docx/069_Work_Breakdown_Structure_Template_Professional_Format_1e02dce1.docx	0	18
words/chartset-013/docx/075_Storyboard_Template_Fillable_Format_7fa01641.docx	0	8
words/chartset-014/docx/014_Project_Timeline_Template_Blue_and_Green_Theme_a8311fa1.docx	0	2
words/chartset-014/docx/063_Foot_Reflexology_Chart_Complete_Guide_cf5ed992.docx	0	0
words/chartset-014/docx/076_Storyboard_Template_Gray_Theme_1e5fd5e5.docx	0	0
