sheets/done-006/xlsx/Published_Issuances_2024.xlsx	xlsx	1/1	479/457	4/4	0	words	481/459	4294/4064
sheets/done-006/xlsx/SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA.xlsx	xlsx	4/4	538/549	4/5	0	match	538/550	2798/2849
sheets/done-006/xlsx/register-changes-in-may-2024---adujsted.xlsx	xlsx	10/10	784/784	2/2	0	match	798/798	4782/4782
sheets/done-006/xlsx/dragon-175066A.xlsx	xlsx	13/13	7330/7329	5/5	0	match	8152/8152	53149/53149
sheets/done-007/xls/ACRONYM.xls	xls	69/69	9840/9840	2/2	0	match	9851/9851	61586/61586
sheets/done-007/xlsx/114339-PROP-P127508-PUBLIC-PPCRNARCPPforPublication.xlsx	xlsx	21/21	2329/2329	3/3	0	match	2371/2372	14213/14213
sheets/done-007/xls/CSA_CCM_v1.2.xls	xls	13/13	15667/15662	2/2	0	match	15924/15919	73416/73399
sheets/done-007/xlsx/National-Finalists-2024-1.xlsx	xlsx	30/30	4155/4155	3/3	0	match	4184/4184	27258/27258
sheets/done-007/xlsx/SLSA_Directory_031423.xlsx	xlsx	10/10	5768/5790	3/3	0	match	5880/5902	28238/28339
sheets/done-007/xlsx/essd-16-3433-2024-t02.xlsx	xlsx	4/4	431/943	1/1	0	words	439/955	2346/5403
sheets/done-007/xlsx/ecopy of 2016 statistical bulletin_public finance statistics_final.xlsx	xlsx	17/17	5368/5404	7/6	0	match	5701/5758	25528/25548
sheets/done-007/xlsx/hdss-bulletin-index-2019-2022.xlsx	xlsx	24/24	3611/3626	3/3	0	match	3796/3811	18341/18407
sheets/done-007/xlsx/wiley-cancelled-title-list.xlsx	xlsx	60/60	7582/7582	2/2	0	match	7706/7706	56700/56700
sheets/done-007/xlsx/jobs-bulletin-51-22-december-2025.xlsx	xlsx	12/12	1807/1817	4/4	0	match	1884/1896	10033/10093
sheets/done-008/xls/Liste-Zertifizierung-ChemKlimaschutzV-RPT.xls	xls	5/5	1332/1332	2/2	0	match	1364/1364	8638/8638
sheets/done-008/xlsx/2015-19 top 25 Arms producing companies data - to upload on website - FINAL_edit.xlsx	xlsx	19/19	2913/3223	3/3	0	words	2949/3259	12974/14433
sheets/done-008/xls/data_20121018181533.xls	xls	57/57	12480/12480	2/2	0	match	12483/12483	57017/57017
sheets/done-008/xlsx/Company_Seniority_Date_Calculator.xlsx	xlsx	12/12	2909/3042	7/7	0	words	2982/3117	16107/16725
sheets/done-008/xlsx/RVSM_Non_approved_list_2025_84c0b3f4ac.xlsx	xlsx	2/2	431/431	2/2	0	match	445/445	2205/2206
sheets/done-008/xlsx/Computer and Software Services_50 State Comparison.xlsx	xlsx	26/26	2800/2801	3/3	0	match	2818/2819	13368/13369
sheets/done-008/xlsx/TDA_Smoke-Detectors.xlsx	xlsx	28/28	3768/3769	5/5	0	match	3790/3791	18138/18141
sheets/done-008/xlsx/commander-authorisation-tasks-spreadsheet-october-2025.xlsx	xlsx	23/23	13078/13077	3/3	0	match	13490/13490	65750/65750
sheets/done-008/xlsx/template-ECSPR-notifications.xlsx	xlsx	26/26	288/288	4/4	0	match	290/290	1288/1288
sheets/done-008/xlsx/airports_6.xlsx	xlsx	17/17	11039/11039	1/1	0	match	11053/11053	58811/58811
sheets/done-009/xls/INDEX_Digital_Transformation_Toolkits.xls	xls	24/24	1957/1957	3/3	0	match	1988/1988	14956/14956
sheets/done-009/xls/6f9e605c-fded-11e3-bd0e-00144feab7de.xls	xls	16/16	7331/7331	5/5	0	match	7418/7418	32397/32397
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	xls	24/24	8299/8347	7/6	0	match	8332/8382	39506/39768
sheets/done-009/xlsx/Data-Architecture-Tool-Fit-Assessment-Template.xlsx	xlsx	22/22	2218/2220	5/5	0	match	2229/2231	10489/10492
sheets/done-009/xls/cy01_state.xls	xls	36/36	20444/20441	2/2	0	match	20557/20554	84656/84648
sheets/done-009/xlsx/Aviation_Abbreviations.xlsx	xlsx	94/94	15677/15677	4/4	0	match	15701/15701	92850/92850
sheets/done-009/xlsx/PBN Matrix NAAs (V01).xlsx	xlsx	25/25	5549/5535	6/6	0	match	5583/5570	28329/28210
sheets/done-009/xlsx/RegChangeReport.xlsx	xlsx	12/12	3124/3110	4/4	0	match	3157/3142	17685/17685
sheets/done-009/xlsx/State-Medicaid-Payment-Policies-for-Medicare-Cost-Sharing.xlsx	xlsx	18/18	40279/40275	3/3	0	match	40679/40683	233524/233718
sheets/done-009/xlsx/sistem-rekod-markah-srm-_-rekod-master.xlsx	xlsx	31/31	5854/5879	6/6	0	words	5857/5882	15175/16300
sheets/done-010/xls/PC1000.xls	xls	13/13	848/863	5/5	0	match	855/873	3783/3855
sheets/done-010/xls/RMP 2011-2014 and Inventory.xls	xls	38/38	18396/18395	4/4	0	match	18595/18594	98381/98381
sheets/done-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	xls	28/28	23617/23518	5/4	0	match	24205/24097	156426/155747
sheets/done-010/xls/Special-Procedures_2025-07-10.xls	xls	22/22	27923/27926	3/3	0	match	28748/28751	153843/153843
sheets/done-010/xls/cy06_primary_np_comm.xls	xls	11/11	7074/7074	2/2	0	match	7089/7089	30224/30224
sheets/done-010/xlsx/AMOC-Digital-Certificate-Publication-Report.xlsx	xlsx	148/148	36605/36597	1/1	0	match	37280/37273	228293/228293
sheets/done-010/xlsx/DOE-C2M2-V1.1-to-DOE-C2M2-V2.1 (1.1.0).xlsx	xlsx	91/91	15616/15617	5/5	0	match	15622/15623	94829/94845
sheets/done-010/xlsx/AFCforPtF-Digital-Certificate-Publication-Report.xlsx	xlsx	111/111	29739/29739	1/1	0	match	29859/29859	188348/188348
sheets/done-010/xlsx/NAARMO_Mexico_RVSM_Approvals.xlsx	xlsx	16/16	6790/6790	4/4	0	match	6792/6792	33195/33195
sheets/done-011/xls/List of EQS securities_0.xls	xls	104/104	33008/33008	2/2	0	match	33117/33117	154929/154929
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xlsx	46/46	4580/4519	2/2	0	match	4848/4814	27295/27200
sheets/done-011/xls/T0A0D0000090006XLSE.xls	xls	162/162	40379/40382	4/3	0	match	40693/40697	234421/234443
sheets/done-011/xlsx/2023-qhp-form-and-rate-combined-checklist-final.xlsx	xlsx	100/100	13940/14004	3/3	0	match	14082/14148	72749/73077
sheets/done-011/xls/SIL_TDB605.xls	xls	44/44	4037/4129	8/8	0	words	4044/4136	18688/19131
sheets/done-011/xlsx/Application_for_authorisation_as_crowdfunding_service_provider.xlsx	xlsx	48/48	6223/6223	2/2	0	match	6245/6245	33597/33601
sheets/done-011/xlsx/aircraft_analysis-2018-06.xlsx	xlsx	42/42	7193/7193	2/2	0	match	7217/7217	38379/38381
sheets/done-011/xlsx/Capability_List_9-14-2022_Dallas_Combined-Aircraft_Manuf_unsorted.xlsx	xlsx	147/147	29796/29796	1/1	0	match	29922/29922	146864/146864
sheets/done-011/xlsx/links-2026.xlsx	xlsx	45/45	2829/2829	2/2	0	match	2863/2863	16080/16080
sheets/done-012/xls/SIL_TDB609.xls	xls	50/50	5138/5229	8/8	0	match	5146/5237	22685/23126
sheets/done-012/xls/npias_2009_appA.xls	xls	73/73	49713/49693	2/2	0	match	49846/49827	201534/201413
sheets/done-012/xlsx/CSJU List of Recipients of funds 2013-2020.xlsx	xlsx	97/96	46489/46489	5/5	0	pages	58662/58662	270623/270627
sheets/done-011/xlsx/Application_Compliance_Checklist_5_Apr_2021.xlsx	xlsx	14/14	17622/17659	7/8	0	match	17776/17814	95713/95929
sheets/done-012/xlsx/Copy of EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals(WEB)_ListofValidUSBASAorganisations_2023-01-13-04-33-14.xlsx	xlsx	245/245	28183/28183	1/1	0	match	28967/28967	185963/185964
sheets/done-012/xlsx/MinCh-Digital-Certificate-Publication-Report.xlsx	xlsx	179/179	111971/112057	1/1	0	match	112752/112839	711781/711781
sheets/done-011/xlsx/FY2023-AIP-grants.xlsx	xlsx	33/33	51045/51045	2/2	0	match	92201/91849	353363/353363
sheets/done-013/xls/18-02RD301_ILS_components_Master_9-13-18.xls	xls	166/166	52477/53103	3/3	0	match	53360/53360	152726/155230
sheets/done-013/xls/capa-liste-nse-1.xls	xls	108/108	20202/20206	4/4	0	match	22740/22744	128327/128329
sheets/done-012/xls/NPIAS_2007_App_A.xls	xls	128/128	39764/39763	2/2	0	match	39806/39805	170540/170532
sheets/done-012/xlsx/atspp_pay_tables.xlsx	xlsx	101/101	12929/12929	4/4	0	match	13068/13068	58995/58995
sheets/done-012/xlsx/2025_Active_Civil_Airmen_Statistics_FINAL.xlsx	xlsx	35/35	13332/13378	7/7	0	match	13491/13547	57434/57744
sheets/done-012/xlsx/EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals_WEB__ListofValidBASAorganisations_2025-01-20-08-56-36.xlsx	xlsx	254/254	29790/29790	1/1	0	match	30582/30582	196537/196537
sheets/done-012/xlsx/certification-type-certificates-docs-tcdns-databases-MAdB-Rotorcraft-14-28112013.xlsx	xlsx	82/82	13193/13237	2/2	0	match	13267/13311	61958/62113
sheets/done-013/xls/aircraft_analysis_2016-04-27.xls	xls	46/46	11676/11657	2/3	0	match	14546/14524	61420/61280
sheets/done-013/xlsx/FY2021-AIP-grants.xlsx	xlsx	58/58	89300/89297	3/3	0	match	156605/156662	598427/598427
sheets/done-013/xlsx/fy20-may20-sep20.xlsx	xlsx	96/96	51303/51317	2/2	0	match	51822/51837	290332/290414
sheets/done-014/xls/TICAPCapability_Final.xls	xls	17/17	4907/4897	10/10	0	match	4946/4936	27834/27777
sheets/done-014/xlsx/Aircraft_Database.xlsx	xlsx	134/134	16356/16505	4/4	0	words	16421/16570	77978/81831
sheets/done-014/xlsx/fm-provider-service-measures.xlsx	xlsx	38/38	21352/21341	4/4	0	match	21527/21515	134559/134484
sheets/done-013/xls/fy2011-aip-grants.xls	xls	93/93	43201/43201	2/2	0	match	52158/54488	229395/229395
sheets/done-013/xls/ECA Sinters.xls	xls	163/163	38306/38610	2/2	0	match	38450/38754	187470/189339
sheets/done-013/xlsx/alle einzeln.xlsx	xlsx	186/186	64184/64184	3/3	0	match	64184/64187	278872/278866
sheets/done-015/xls/PA_Delaware.xls	xls	122/122	135663/135663	1/1	0	match	135663/135663	580602/580602
sheets/done-015/xls/underlying-holdings-emea-en_gb-monthly-holdings-state-street-emu-esg-screened-index-equity-fund.xls	xls	15/15	4982/4985	1/1	0	match	4988/4991	23826/23825
sheets/done-014/xls/NPIAS_App_A.xls	xls	124/124	33612/33612	7/7	0	match	33646/33646	160573/160573
sheets/done-015/xlsx/certification-type-certificates-docs-tcdns-databases-MAdB-Light-Prop-14-28112013.xlsx	xlsx	343/343	36722/36722	1/1	0	match	36728/36728	230379/230379
sheets/done-016/xls/environment-edb-docs-edb-emissions-databank.xls	xls	195/195	63959/64142	4/4	0	match	65426/65605	236405/237212
sheets/done-014/xlsx/6880ac7361ca1b99a9230811_ST Capability List Rev.16 - Web.xlsx	xlsx	217/217	88842/88842	3/3	0	match	122980/122980	656421/656421
sheets/done-016/xlsx/RCO_VOR_Master_List_082824.xlsx	xlsx	80/80	14896/15521	2/2	0	words	14897/15524	60644/63199
sheets/extra-001/xlsx/FY2018_Q4_UAS_Sightings.xlsx	xlsx	302/302	55795/55834	1/1	0	match	56458/56497	277758/277982
sheets/done-013/xls/fy2010-aip-grants.xls	xls	100/100	49881/49881	2/2	0	match	62696/63452	264109/264109
sheets/done-014/xlsx/edb-emissions-databank v27-NewFormat (web).xlsx	xlsx	368/368	76243/76294	4/4	0	match	76662/76713	281080/281274
sheets/pagination-001/xls/CIS_Debian_Linux_8_Benchmark_v1.0.0.xls	xls	88/109	8965/16723	2/2	0	pages,words	9295/17503	49864/90659
sheets/done-015/xls/AIM_OPR_LIST.xls	xls	229/229	22015/22006	4/4	0	match	22109/22100	127237/127224
sheets/done-013/xlsx/afn-afn-20250801-fy25-jan25-mar25.xlsx	xlsx	270/270	72796/72839	2/2	0	match	73728/73736	409031/409268
sheets/done-015/xls/laufende-nip-vorhaben-hyland.xls	xls	18/18	6461/6461	2/2	0	match	6584/6584	49499/49508
sheets/pagination-001/xlsx/SIL_TDB648.xlsx	xlsx	90/88	7498/7652	6/6	0	pages,words	7525/7679	30893/31552
sheets/done-014/xls/7-memento-2015-transports-aeriens-b.xls	xls	190/191	27537/28495	6/6	0	pages,words	28062/29033	118434/123230
sheets/unstable-001/xlsx/fse_identification_form.xlsx	xlsx	3/3	440/440	3/3	0	match	443/443	2283/2282
sheets/done-014/xls/UASEventsNov2014-Aug2015.xls	xls	523/523	64025/63731	1/1	0	match	64682/64387	322292/320886
slides/ceiling-001/ppt/Thailand17.ppt	ppt	54/54	2713/2625	8/9	0	words	2919/2826	14880/14380
sheets/done-015/xlsx/Global_Market_Forecast_2016-2035_Airbus_Data_Set.xlsx	xlsx	567/567	73403/73403	4/4	0	match	75609/75609	305549/305549
slides/ceiling-001/pptx/7-Zulkefli_Part147n66_IKMAS.pptx	pptx	18/18	968/952	7/7	0	match	1031/1021	5520/5593
sheets/done-014/xlsx/MajCh-Digital-Certificate-Publication-Report.xlsx	xlsx	328/328	66906/66898	1/1	0	match	67270/67262	436144/436115
slides/ceiling-001/pptx/Sylva%20introduction%20session.pptx	pptx	15/15	1064/1064	7/7	0	match	1152/1152	5700/5700
sheets/done-014/xlsx/seihon_zassi_kikou_20221215.xlsx	xlsx	84/84	48256/48257	3/3	0	match	49284/49285	302709/302717
sheets/done-015/xls/activespecs.xls	xls	266/266	46582/46585	1/1	0	match	49602/49605	280094/280104
slides/ceiling-002/pptx/16 - UTM - (NASA).pptx	pptx	37/37	2453/2260	11/11	0	words	2657/2447	15126/13981
sheets/done-015/xlsx/tk-syllabus-comparison-document-v5.xlsx	xlsx	855/855	234649/234649	5/5	0	match	235282/235286	1225772/1225827
slides/ceiling-002/pptx/WiGr_2021W_1_Angebot-Nachfrage-Elastizität-211017-171222.pptx	pptx	51/51	1956/1954	8/7	0	match	2127/2127	13011/13007
sheets/done-015/xlsx/EASA_PRODUCT_LIST_-_ALL.xlsx	xlsx	264/264	96133/96133	2/2	0	match	103268/103268	484245/484245
slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	pptx	1/1	42/42	3/3	0	match	48/48	283/283
sheets/done-016/xlsx/Laser Report 2024 FOIA __Oct (1).xlsx	xlsx	506/506	116952/116272	1/1	0	match	116955/116275	588642/588025
slides/chartset-001/pptx/bar_chart.pptx	pptx	1/1	25/25	2/2	0	match	25/25	131/131
slides/chartset-001/pptx/scatter_chart.pptx	pptx	1/1	46/46	1/1	0	match	46/46	105/105
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	pptx	1/1	62/62	4/4	0	match	68/68	334/334
sheets/done-015/xlsx/flightstandards-doc-Cross-reference-table_version02.xlsx	xlsx	464/464	61197/61181	6/6	0	match	68613/68600	335655/335554
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	pptx	1/1	61/61	4/4	0	match	67/67	330/330
slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	pptx	1/1	42/42	3/3	0	match	48/48	286/286
sheets/done-016/xlsx/EASA-IFP-147Scope_WEB__ALL_Valid147SoA_2024-11-28-11-16-31.xlsx	xlsx	92/92	28349/28374	1/1	0	match	29878/29903	182618/182586
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	pptx	1/1	61/61	4/4	0	match	67/67	328/328
slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	pptx	1/1	52/52	4/4	0	match	58/58	301/301
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	pptx	1/1	61/61	4/4	0	match	67/67	328/328
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	pptx	1/1	61/61	4/4	0	match	67/67	326/326
slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	pptx	1/1	52/52	4/4	0	match	58/58	297/297
slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	pptx	1/1	52/52	4/4	0	match	58/58	304/304
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	pptx	1/1	61/61	4/4	0	match	67/67	332/332
slides/chartset-005/pptx/005_2-Step_Funnel_On_left_With_Text_767f0490.pptx	pptx	1/1	93/93	3/3	0	match	93/93	470/470
slides/chartset-005/pptx/068_Funnel_Diagram_for_PowerPoint_with_2_Steps_437e4ba7.pptx	pptx	1/1	10/10	3/3	0	match	10/10	63/63
slides/chartset-005/pptx/071_Funnel_Diagram_for_PowerPoint_with_5_Steps_5ceacdec.pptx	pptx	1/1	16/16	3/3	0	match	16/16	78/78
slides/chartset-006/pptx/001_1-2-3_Horizontal_Hierarchy_39795b4d.pptx	pptx	3/3	246/248	4/3	0	match	248/250	1247/1247
slides/chartset-006/pptx/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	pptx	3/3	358/360	4/3	0	match	360/362	1865/1865
sheets/done-016/xlsx/TK-Syllabus-Comparison-Document-v2.xlsx	xlsx	1235/1235	255734/255878	5/5	0	match	258726/258870	1311172/1311644
slides/chartset-006/pptx/055_Four_Pillar_Hierarchy_for_PowerPoint_and_Google_Slides_6b42ed18.pptx	pptx	3/3	334/336	4/3	0	match	336/338	1705/1705
slides/chartset-006/pptx/099_Light_Bulb_SWOT_for_PowerPoint_and_Google_Slides_554a1e33.pptx	pptx	3/3	272/274	4/3	0	match	274/276	1395/1395
sheets/missing-001/xls/orbus_togaf_tool_csq.xls	xls	75/75	46839/48061	5/5	0	words	47109/48331	299335/306037
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	pptx	4/4	536/539	5/3	0	match	539/542	2720/2720
slides/chartset-007/pptx/083_Infographic_Hexagon_Cluster_for_PowerPoint_and_Google_Slides_ef811a12.pptx	pptx	3/3	204/206	5/3	0	match	206/208	1037/1037
slides/chartset-007/pptx/092_Infographic_Tree_Diagram_for_PowerPoint_and_Google_Slides_d721fa00.pptx	pptx	3/3	278/280	5/3	0	match	280/282	1293/1293
sheets/pagination-001/xlsx/ODs-February-2022-Airbus-Commercial-Aircraft.xlsx	xlsx	175/175	15707/15715	3/3	0	match	16962/16970	44881/44889
slides/chartset-008/pptx/012_3-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_982482b5.pptx	pptx	3/3	268/270	5/3	0	match	268/270	1307/1307
slides/chartset-008/pptx/040_Crab_Diagram_for_PowerPoint_and_Google_Slides_13d38ff3.pptx	pptx	3/3	116/118	5/3	0	match	118/120	633/633
sheets/table-001/xlsx/FAA-2019-0995-0002_attachment_2.xlsx	xlsx	33/33	9995/10015	6/6	0	match	10225/10245	47021/47071
slides/chartset-008/pptx/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	pptx	3/3	92/94	4/3	0	match	94/96	407/407
slides/ceiling-001/ppt/RRM-training-syllabus-Chapter-3-Teamwork-TC-Towing-Incident-Analysis-Dec-2009.ppt	ppt	27/27	2477/2479	8/8	0	match	2666/2667	13921/13959
slides/chartset-009/pptx/015_4-Option_Color_Wheel_Diagram_df7e4b8f.pptx	pptx	3/3	281/280	5/5	0	match	286/285	1413/1413
slides/ceiling-001/ppt/architecture6.ppt	ppt	31/31	1926/1926	5/5	0	match	2011/2011	10724/10724
slides/chartset-009/pptx/025_6-Option_Color_Wheel_Diagram_27e1c74d.pptx	pptx	3/3	405/404	5/5	0	match	410/409	2021/2021
slides/chartset-009/pptx/037_Circle_Matrix_Framework_44bc5218.pptx	pptx	3/3	287/286	5/5	0	match	292/291	1455/1454
slides/ceiling-001/pptx/OnTrac_StarCertificationProgram-3Day.pptx	pptx	15/15	1324/1030	8/7	0	words	1414/1116	7709/6233
slides/chartset-009/pptx/087_Infographic_Organization_Chart_for_PowerPoint_and_Google_Slides_2d951912.pptx	pptx	4/4	750/753	5/3	0	match	750/753	3855/3855
slides/ceiling-002/ppt/pres_ioc_phuket.ppt	ppt	26/26	994/999	9/9	0	match	1033/1040	6090/6090
slides/chartset-010/pptx/028_8-Point_Dual_Hub_Comparison_d6c5dde5.pptx	pptx	3/3	89/88	5/5	0	match	94/93	443/443
slides/chartset-010/pptx/045_Dual-Segment_Quadrant_14a57221.pptx	pptx	3/3	293/292	5/5	0	match	298/297	1483/1482
slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	pptx	3/3	355/354	5/5	0	match	360/359	1831/1830
slides/chartset-011/pptx/026_6-Part_Hexagon_Radial_Diagram_b8ca3f40.pptx	pptx	3/3	217/216	5/5	0	match	222/221	987/987
slides/ceiling-002/pptx/Demick_JetBlue.pptx	pptx	10/10	812/608	4/4	0	words	835/631	3519/3179
slides/chartset-011/pptx/051_Five-Stage_Zigzag_Timeline_2bd39be9.pptx	pptx	3/3	161/160	5/5	0	match	166/165	781/781
slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	pptx	1/1	42/42	3/3	0	match	48/48	284/284
slides/chartset-011/pptx/062_Four-Step_Growth_Staircase_8a3ef338.pptx	pptx	3/3	199/198	5/5	0	match	204/203	979/979
slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	pptx	1/1	42/42	3/3	0	match	48/48	278/278
slides/chartset-001/pptx/line_chart.pptx	pptx	1/1	23/23	2/2	0	match	23/23	113/113
slides/chartset-012/pptx/003_2-Circle_Venn_Diagram_7ab74e5c.pptx	pptx	3/3	147/146	5/5	0	match	152/151	769/768
slides/chartset-001/pptx/stacked_bar_chart.pptx	pptx	1/1	29/29	2/2	0	match	29/29	173/173
slides/chartset-012/pptx/061_Four-Stage_Serpentine_Chart_05699efe.pptx	pptx	3/3	71/70	5/5	0	match	76/75	397/396
slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	pptx	1/1	42/42	3/3	0	match	48/48	282/282
slides/chartset-012/pptx/073_Halo_Radial_for_PowerPoint_and_Google_Slides_4bd0918b.pptx	pptx	3/3	270/272	4/3	0	match	272/274	1383/1383
slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	pptx	1/1	42/42	3/3	0	match	48/48	283/283
slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	pptx	1/1	42/42	3/3	0	match	48/48	284/284
slides/chartset-012/pptx/089_Infographic_Radial_Matrix_for_PowerPoint_and_Google_Slides_eb0550f2.pptx	pptx	3/3	282/284	5/3	0	match	284/286	1453/1453
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	pptx	1/1	62/62	4/4	0	match	68/68	332/332
slides/chartset-013/pptx/023_5-Step_Progress_Cards_91d5ff57.pptx	pptx	3/3	241/240	5/5	0	match	246/245	1155/1155
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	pptx	1/1	61/61	4/4	0	match	67/67	332/332
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	pptx	1/1	61/61	4/4	0	match	67/67	331/331
slides/chartset-013/pptx/050_Five-Point_Radial_Hub_00793e08.pptx	pptx	3/3	165/164	5/5	0	match	170/169	755/755
slides/chartset-004/pptx/004_advanced_powerpoint_pie.pptx	pptx	1/1	52/52	4/4	0	match	58/58	300/300
slides/chartset-013/pptx/079_Horizontal_Relationships_for_PowerPoint_and_Google_Slides_a3d35f63.pptx	pptx	3/3	142/144	4/3	0	match	144/146	745/745
slides/chartset-004/pptx/020_advanced_powerpoint_pie.pptx	pptx	1/1	52/52	4/4	0	match	58/58	300/300
slides/chartset-014/pptx/021_5-Position_Org_Chart_cb042559.pptx	pptx	3/3	136/138	4/3	0	match	138/140	765/765
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	pptx	1/1	61/61	4/4	0	match	67/67	323/323
slides/chartset-005/pptx/004_2-Stage_Vertical_Funnel_Diagram_for_PowerPoint_593f4c80.pptx	pptx	1/1	70/69	3/3	0	match	70/69	340/340
slides/chartset-014/pptx/036_Chevron_Process_Cards_3c8f0ea1.pptx	pptx	3/3	161/160	5/5	0	match	166/165	737/737
slides/chartset-005/pptx/011_3-Stage_Vertical_Funnel_Diagram_for_PowerPoint_10ce23dd.pptx	pptx	1/1	75/74	3/3	0	match	75/74	352/352
slides/chartset-014/pptx/082_Infographic_Funnel_with_4_Stages_for_PowerPoint_72d4f125.pptx	pptx	3/3	393/395	5/3	0	match	393/395	1990/1990
slides/chartset-005/pptx/070_Funnel_Diagram_for_PowerPoint_with_4_Steps_975f1642.pptx	pptx	1/1	14/14	3/3	0	match	14/14	73/73
slides/done-001/ppt/WC_Update-Aug03.ppt	ppt	11/11	452/452	2/2	0	match	519/519	2874/2874
slides/chartset-005/pptx/084_Infographic_Hierarchy_Tree_for_PowerPoint_fda8141c.pptx	pptx	3/3	213/215	5/3	0	match	213/215	1128/1128
slides/chartset-006/pptx/017_4-Stage_Vertical_Funnel_Diagram_for_PowerPoint_61e7bde5.pptx	pptx	1/1	80/79	3/3	0	match	80/79	364/364
slides/done-001/pptx/111006 COMSTAC STOWG Aero spaceports IFG.pptx	pptx	8/8	267/267	2/2	0	match	309/309	1647/1647
sheets/done-016/xlsx/STC_WebList.xlsx	xlsx	4372/4372	1284972/1285937	2/2	0	match	1293969/1294964	8158263/8158248
slides/done-001/pptx/Statement of Work presentation.pptx	pptx	10/10	227/228	3/3	0	match	233/234	1286/1286
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	pptx	4/4	483/486	4/3	0	match	486/489	2628/2628
slides/done-001/pptx/iaeg_work_group_leader_updates.pptx	pptx	1/1	90/90	4/4	0	match	91/91	505/505
slides/chartset-006/pptx/094_Intersecting_Teardrops_for_PowerPoint_and_Google_Slides_ff43aedb.pptx	pptx	3/3	270/272	5/3	0	match	272/274	1405/1405
sheets/metrics-001/xlsx/ans_mappings_of_eccairs_terms.xlsx	xlsx	191/191	27894/27997	7/7	0	match	28080/28183	184827/186252
slides/done-002/ppt/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.ppt	ppt	14/14	743/743	5/6	0	match	823/823	4659/4659
slides/chartset-007/pptx/039_Consumer_Decision_Journey_for_PowerPoint_319207e1.pptx	pptx	1/1	86/86	4/4	0	match	88/88	554/554
slides/chartset-007/pptx/057_Four-Branch_Diagram_for_PowerPoint_and_Google_Slides_ddf5d27c.pptx	pptx	3/3	148/150	4/3	0	match	150/152	805/805
slides/done-002/ppt/ws_prod-g-doc-Events-Part-M-presentation.ppt	ppt	30/30	1844/1844	3/3	0	match	1923/1877	10489/10489
slides/chartset-007/pptx/091_Infographic_Radial_for_PowerPoint_and_Google_Slides_c6909fa6.pptx	pptx	3/3	422/424	4/3	0	match	424/426	2073/2073
slides/done-002/pptx/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.pptx	pptx	1/1	92/92	3/3	0	match	98/98	558/558
slides/done-003/ppt/Inducement-to-Insurance-Business.ppt	ppt	22/22	2587/2577	4/5	0	match	2598/2589	12942/12899
slides/chartset-008/pptx/009_3-Circle_Venn_PowerPoint_Diagram_2e59baa9.pptx	pptx	2/2	136/136	5/4	0	match	136/136	692/692
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	pptx	3/3	250/252	4/4	0	match	252/254	1585/1585
slides/done-003/ppt/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.ppt	ppt	55/55	6215/6215	3/3	0	match	6471/6292	33915/33915
slides/chartset-008/pptx/065_Fourfold_Ribbon_Rings_for_PowerPoint_and_Google_Slides_39687419.pptx	pptx	3/3	272/274	4/3	0	match	274/276	1401/1401
